_ArtistIDpk,ARTIST_nameonlabel,Artist_Last_First,ArtistNameFirst,ArtistNameLast,Artist_yearofbirth,Artist_countryofbirth,Artist_country,Artist_gender,Artist_website,ARTIST_Bio
127,Dennis Oppenheim,"Oppenheim, Dennis",Dennis,Oppenheim,1938-2011,USA,USA,,,
552,Uriel Orlow,"Orlow, Uriel",Uriel,Orlow,,,,,,
1517,Bill Owens,"Owens, Bill",Bill,Owens,,USA,USA,,,
872,Jordi Pablo,"Pablo, Jordi",Jordi,Pablo,,,"Spain, Catalan",,,
450,Ria Pacquèe,"Pacquèe, Ria",Ria,Pacquèe,,,,,,
1084,Roger Palmer,"Palmer, Roger",Roger,Palmer,,,UK,,,
175,Gina Pane,"Pane, Gina",Gina,Pane,,,,,,
769,Eduardo Paolozzi,"Paolozzi, Eduardo",Eduardo,Paolozzi,1924,UK,,,,
313,Leda Papaconstantinou,"Papaconstantinou, Leda",Leda,Papaconstantinou,,,,,,
130,Dimitris Papadimas,"Papadimas, Dimitris",Dimitris,Papadimas,,,,,,
247,Jayne Parker,"Parker, Jayne",Jayne,Parker,1957,,,,,
1390,Pratibha Parmar,"Parmar, Pratibha",Pratibha,Parmar,,,,,,
1436,Martin Parr,"Parr, Martin",Martin,Parr,,,,,,
277,Jonathan Parsons,"Parsons, Jonathan",Jonathan,Parsons,,,,,,
1154,Jim Partridge,"Partridge, Jim",Jim,Partridge,,,,,,
1203,Nicholas Partridge,"Partridge, Nicholas",Nicholas,Partridge,,,,,,
1025,Dominique Pascualini,"Pascualini, Dominique",Dominique,Pascualini,,,France,,,
207,Hetain Patel,"Patel, Hetain",Hetain,Patel,1980,UK,UK,,http://www.hansardgallery.org.uk/event-detail/80-hetain-patel-love-and-marriage/,
230,Jaimini Patel,"Patel, Jaimini",Jaimini,Patel,,,,,,
505,Simon Patterson,"Patterson, Simon",Simon,Patterson,,,,,,
927,Patxé,Patxé,,Patxé,,,"Spain, Catalonia",,,
1293,W_odomierz Pawlak,"Pawlak, W_odomierz",W_odomierz,Pawlak,,,Poland,,,
875,Carles Pazos,"Pazos, Carles",Carles,Pazos,,,"Spain, Catalan",,,
1432,Colin Pearson,"Pearson, Colin",Colin,Pearson,,,,,,
1067,Jozsef Pecsi,"Pecsi, Jozsef",Jozsef,Pecsi,1889-1956,Hungary,Hungary,,,
375,Michael Peel,"Peel, Michael",Michael,Peel,,,,,,
1331,"R.O. Peitgen and P.H. Richter, FRG.",Peitgen and Richter,,Peitgen and Richter,,,,,,
1485,Cressida Pemberton-Piggott,"Pemberton-Piggott, Cressida",Cressida,Pemberton-Piggott,,,,,,
729,Giuseppe Penone,"Penone, Giuseppe",Giuseppe,Penone,,,,,,
1317,Guiseppe Penone,"Penone, Guiseppe",Guiseppe,Penone,1947,Italy,Italy,,,
428,Pavel Pepperstein,"Pepperstein, Pavel",Pavel,Pepperstein,,,,,,
432,Performance magazine,"Performance magazine,",Performance,magazine,,,,,,
648,Miguel Perreira,"Perreira, Miguel",Miguel,Perreira,,,,,,
612,Giles Perry,"Perry, Giles",Giles,Perry,,,,,,
1204,Alan Peters,"Peters, Alan",Alan,Peters,,,,,,
1077,Pierre Petit,"Petit, Pierre",Pierre,Petit,1832,France,France,,,
1451,Mick Petts,"Petts, Mick",Mick,Petts,,,,,,
142,Elizabeth Peyton,"Peyton, Elizabeth",Elizabeth,Peyton,,,,,,
1246,Tom Phillips,"Phillips, Tom",Tom,Phillips,,,,,,
1155,William Phipps,"Phipps, William",William,Phipps,,,,,,
746,Mariano Piçarra,"Piçarra, Mariano",Mariano,Piçarra,,,Portugal,,,
838,Hadrian Pigott,"Pigott, Hadrian",Hadrian,Pigott,,,,,,
97,Claudia Pilsl,"Pilsl, Claudia",Claudia,Pilsl,,,,,,
1156,Henry Pim,"Pim, Henry",Henry,Pim,,,,,,
352,Mark Pimlott,"Pimlott, Mark",Mark,Pimlott,,,,,,
376,Michael Pinsky,"Pinsky, Michael",Michael,Pinsky,,,,,www.michaelpinsky.com,
5,Adrian Piper,"Piper, Adrian",Adrian,Piper,,,,,,
496,Sex Pistols,"Pistols, Sex",Sex,Pistols,,,,,,
621,Anna Piva,"Piva, Anna",Anna,Piva,,,,,,
1496,Francis Place,"Place, Francis",Francis,Place,1647-1728,,,,,
773,Carl Plackman,"Plackman, Carl",Carl,Plackman,1943,UK,,,,
614,Vanda Playford and Kathy Kenny,Playford & Kenny,,Playford & Kenny,,,,,,
416,Olivia Plender,"Plender, Olivia",Olivia,Plender,,,,,,
1192,Jean-Luc Poivert,"Poivert, Jean-Luc",Jean-Luc,Poivert,,,France,,,
683,Polak and van Bekkum,Polak and van Bekkum,,Polak and van Bekkum,,,,,http://www.polakvanbekkum.com/,
1325,Steve Poleskie,"Poleskie, Steve",Steve,Poleskie,,,USA,,,
658,Jane Pollard,"Pollard, Jane",Jane,Pollard,,,,,,
1157,Jacqui Poncelet,"Poncelet, Jacqui",Jacqui,Poncelet,,,,,,
877,Josep Ponsatí,"Ponsatí, Josep",Josep,Ponsatí,,,"Spain, Catalan",,,
1061,Herbert Ponting,"Ponting, Herbert",Herbert,Ponting,1871-1935,UK,UK,,,
1457,Nicholas Pope,"Pope, Nicholas",Nicholas,Pope,1949,UK,UK,,,
506,Simon Pope,"Pope, Simon",Simon,Pope,1966,UK,UK,,http://www.mutualart.com/OpenExternalArticle/Simon-Pope--Memory-Marathon-at-John-Hans/11693E9B4BA755B5,
1109,Pedro Portugal,"Portugal, Pedro",Pedro,Portugal,1963,Portugal,Portugal,,,
83,Charlotte Posenenske,"Posenenske, Charlotte",Charlotte,Posenenske,1930–1985,Germany,Germany,,,
489,Sally Potter,"Potter, Sally",Sally,Potter,,,,,,
420,Patrick Pound,"Pound, Patrick",Patrick,Pound,1962,,New Zealand,,,
569,William Powell,"Powell, William",William,Powell,,,,,,
353,Mark Power,"Power, Mark",Mark,Power,,,,,,
21,Ana Prada,"Prada, Ana",Ana,Prada,,,,,,
1486,Francesca Pratt,"Pratt, Francesca",Francesca,Pratt,,,,,,
293,Katie Pratt,"Pratt, Katie",Katie,Pratt,,,,,,
292,Kathy Prendergast,"Prendergast, Kathy",Kathy,Prendergast,1958,Ireland,UK,,,
716,Jo Price,"Price, Jo",Jo,Price,,,,,,
1110,Pedro Proença,"Proença, Pedro",Pedro,Proença,1962,Portugal,Portugal,,,
665,Alex Prokop,"Prokop, Alex",Alex,Prokop,,,,,,
1294,Joanna Przyby_a,"Przyby_a, Joanna",Joanna,Przyby_a,,,Poland,,,
874,Carles Pujol,"Pujol, Carles",Carles,Pujol,,,"Spain, Catalan",,,
995,Michael Punt,"Punt, Michael",Michael,Punts,,,UK,,,
1158,David Pye,"Pye, David",David,Pye,,,,,,
1507,"David Roberts, R.A.","R.A, David",David,Roberts,1796-1864,,,,,
570,William Raban,"Raban, William",William,Raban,,,,,,
879,Joan Rabascall,"Rabascall, Joan",Joan,Rabascall,,,"Spain, Catalan",,,
891,Fiona Rae,"Rae, Fiona",Fiona,Rae,,,,,,
1414,Rainbowwerke,Rainbowwerke,,Rainbowwerke,,,,,,
991,Graham Ramsay and Gavin Bird,Ramsay and Bird,,Ramsay and Bird,,,,,,
781,Peter Randall-Page,"Randall-Page, Peter",Peter,Randall-Page,1954,UK,,,,
659,Andrew Rankin,"Rankin, Andrew",Andrew,Rankin,,,,,,
1004,Timm Rautert,"Rautert, Timm",Timm,Rautert,,,Germany,,,
1516,James Ravilious,"Ravilious, James",James,Ravilious,,,,,,
610,Ian Rawlinson,"Rawlinson, Ian",Ian,Rawlinson,,,,,,
547,Tony Ray-Jones,"Ray-Jones, Tony",Tony,Ray-Jones,,,,,,
636,Kushal Ray,"Ray, Kushal",Kushal,Ray,1960,India,India,,,
1452,Howard Raybould,"Raybould, Howard",Howard,Raybould,,,,,,
561,Vicente Razo,"Razo, Vicente",Vicente,Razo,,,,,,
654,Michelle Red Elk,"Red Elk, Michelle",Michelle,Red Elk,,,,,,
1065,Jane Reece,"Reece, Jane",Jane,Reece,1869-1961,USA,USA,,,
894,David Reed,"Reed, David",David,Reed,,,,,,
1111,Paula Rego,"Rego, Paula",Paula,Rego,,Portugal,Portugal,,,
237,Jamie Reid,"Reid, Jamie",Jamie,Reid,,,,,,
1112,Pedro Cabrita Reis,"Reis, Pedro",Pedro,Reis,1956,Portugal,Portugal,,,
1075,Oscar Rejlander,"Rejlander, Oscar",Oscar,Rejlander,1813-1875,Sweden,UK,,,
1132,Mary Restieaux,"Restieaux, Mary",Mary,Restieaux,,,,,,
430,Pedro Reyes,"Reyes, Pedro",Pedro,Reyes,,,,,,
880,Àngels Ribé,"Ribé, Àngels",Àngels,Ribé,,,"Spain, Catalan",,,
307,La Ribot,"Ribot, La",La,Ribot,,,,,,
1182,Olivier Rican,"Rican, Olivier",Olivier,Rican,,,,,,
1055,Frederick D. Richards,"Richards, Frederick D.",Frederick D.,Richards,1882-1903,USA,USA,,,
660,Pamela Richardson and Kevin Smith,Richardson & Smith,,Richardson & Smith,,,,,,
1280,Keith Richardson-Jones,"Richardson-Jones, Keith",Keith,Richardson-Jones,,,UK,,,
1441,Olivier Richon,"Richon, Olivier",Olivier,Richon,,,,,,
1006,Gerhard Richter,"Richter, Gerhard",Gerhard,Richter,,,Germany,,,
1545,Lucie Rie,"Rie, Lucie",Lucie,Rie,,,,,,
234,James Rielly,"Rielly, James",James,Rielly,,,,,,
58,Bridget Riley,"Riley, Bridget",Bridget,Riley,1931,,,,,
1133,Cath Riley,"Riley, Cath",Cath,Riley,,,,,,
1013,Klaus Rinke,"Rinke, Klaus",Klaus,Rinke,,,Germany,,,
440,Pipilotti Rist,"Rist, Pipilotti",Pipilotti,Rist,,,,,,
720,Sophie Ristelhueber,"Ristelhueber, Sophie",Sophie,Ristelhueber,,,,,,
55,Boo Ritson,"Ritson, Boo",Boo,Ritson,,,,,,
1575,Barry Roberts,"Roberts, Barry",Barry,Roberts,,,,,,
1120,Diane Roberts,"Roberts, Diane",Diane,Roberts,,,,,,
1515,Martin Roberts,"Roberts, Martin",Martin,Roberts,1950,UK,,,,
1281,Perry Roberts,"Roberts, Perry",Perry,Roberts,,,,,,
646,Gwendoline Robin,"Robin, Gwendoline",Gwendoline,Robin,,,,,,
764,Tessa Robins,"Robins, Tessa",Tessa,Robins,,,,,,
623,Tim Robinson,"Robinson, Tim",Tim,Robinson,,,,,,
1345,Claude Rogers,"Rogers, Claude",Claude,Rogers,,,,,,
1090,Marta Rogoyska,"Rogoyska, Marta",Marta,Rogoyska,,,,,,
408,Nigel Rolfe,"Rolfe, Nigel",Nigel,Rolfe,,,,,,
730,Tim Rollins and KOS,"Rollins, Tim",Tim,Rollins,,,,,,
109,Danny Rolph,"Rolph, Danny",Danny,Rolph,,,,,,
151,Esther Ronay,"Ronay, Esther",Esther,Ronay,,,,,,
630,Rosa Galindo,"Rosa Galindo, Rosa",Rosa,Rosa Galindo,,,,,,
1018,Ulrike Rosenbach,"Rosenbach, Ulrike",Ulrike,Rosenbach,,,Germany,,,
1113,Ruth Rosengarten,"Rosengarten, Ruth",Ruth,Rosengarten,1954,Israel,Portugal,,,
1348,Monica Ross,"Ross, Monica",Monica,Ross,,,,,,
457,Richard Ross,"Ross, Richard",Richard,Ross,,,,,,
876,Benet Rossell,"Rossell, Benet",Benet,Rossell,,,"Spain, Catalan",,,
143,Elizabeth Rosser,"Rosser, Elizabeth",Elizabeth,Rosser,1949,,,,,
79,Charles Rotenberg,"Rotenberg, Charles",Charles,Rotenberg,,,,,,
1318,Dieter Roth,"Roth, Dieter",Dieter,Roth,1933,Germany,Switzerland and Austria,,,
1193,Georges Rousse,"Rousse, Georges",Georges,Rousse,,,France,,,
188,Gwen Rouvillois,"Rouvillois, Gwen",Gwen,Rouvillois,,,,,,
378,Michal Rovner,"Rovner, Michal",Michal,Rovner,1957,Israel,,,,
518,Steve Rowell,"Rowell, Steve",Steve,Rowell,,,,,,
637,Vicky Roy,"Roy, Vicky",Vicky,Roy,,India,India,,,
1336,The Royal Institution,Royal Institution,,Royal Institution,,,,,,
721,Thomas Ruff,"Ruff, Thomas",Thomas,Ruff,,,,,,
1565,Emma Rushton,"Rushton, Emma",Emma,Rushton,,,,,,
977,Caroline Russell,"Russell, Caroline",Caroline,Russell,,,,,,
1134,Kate Russell,"Russell, Kate",Kate,Russell,,,,,,
649,Ewa Rybska,"Rybska, Ewa",Ewa,Rybska,,,,,,
1351,Shahnaz Said,"Said, Shahnaz",Shahnaz,Said,1959,Malaysia,UK,,,
396,Naomi Salaman,"Salaman, Naomi",Naomi,Salaman,,,,,,
446,Rashad Salim,"Salim, Rashad",Rashad,Salim,,,,,,
1037,Antoine Adam-Salomon,"Salomon, Antoine",Antoine,Salomon,1811-1881,France,France,,,
272,John Salt,"Salt, John",John,Salt,,,,,,
260,Joanna Salter,"Salter, Joanna",Joanna,Salter,,,,,,
26,Angus Sanders-Dunnachie,"Sanders-Dunnachie, Angus",Angus,Sanders-Dunnachie,,,,,,
24,Angela Sanders,"Sanders, Angela",Angela,Sanders,,,,,,
881,Carles Santos,"Santos, Carles",Carles,Santos,,,"Spain, Catalan",,,
54,Bojan _ar_evi_,"_ar_evi_, Bojan",Bojan,_ar_evi_,,,,,,
802,Charles Sargeant Jagger,"Sargeant Jagger, Charles",Charles,Sargeant Jagger,1885-1934,UK,UK,,,
1073,Napoleon Sarony,"Sarony, Napoleon",Napoleon,Sarony,1821-1896,USA,Canada,,,
380,Miho Sato,"Sato, Miho",Miho,Sato,,,,,,
37,Aura Satz,"Satz, Aura",Aura,Satz,,,,,http://www.iamanagram.com/,"Aura Satz’s practice encompasses film, sound, performance and sculpture. She engages with technological objects that tap into ideas of knowledge and communication in their use of notation systems, languages or encrypted codes. She has performed, exhibited and screened her work nationally and internationally, including Tate Modern, Barbican Art Gallery, ICA, the Wellcome Collection, Whitechapel Gallery; Experimenta, London Film Festival; the New York Film Festival. She is Tutor in Moving Image at Royal College of Art, London."
1012,Michel Sauer,"Sauer, Michel",Michel,Sauer,,,Germany,,,
410,Nina Saunders,"Saunders, Nina",Nina,Saunders,,,,,,
209,Hideyuki Sawayanagi,"Sawayanagi, Hideyuki",Hideyuki,Sawayanagi,,,,,,
1072,Morton Schamberg,"Schamberg, Morton",Morton,Schamberg,1881-1918,USA,USA,,,
1508,Sir George Scharf,"Scharf, Sir",George,Scharf,1820-1895,,,,,
786,Peter Scheemakers the Younger,"Scheemakers the Younger, Peter",Peter,Scheemakers the Younger,1691-1781,Belgium ,,,,
791,Thomas Scheemakers,"Scheemakers, Thomas",Thomas,Scheemakers,1740-1808,UK,,,,
1584,Hans Scheirl,"Scheirl, Hans",Hans,Scheirl,,,,,,
69,Carolee Schneeman,"Schneeman, Carolee",Carolee,Schneeman,,,,,,
201,Helen Schoene,"Schoene, Helen",Helen,Schoene,,,,,,
337,Manfred Schroeder,"Schroeder, Manfred",Manfred,Schroeder,,,,,,
572,William Scott,"Scott, William",William,Scott,,,,,,
1205,Hugh Scriven,"Scriven, Hugh",Hugh,Scriven,,,,,,
645,Anne Seagrave,"Seagrave, Anne",Anne,Seagrave,,,,,,
853,Helen Sear,"Sear, Helen",Helen,Sear,,,,,,
958,David Secrett,"Secrett, David",David,Secrett,,,UK,,,
586,Zineb Sedira,"Sedira, Zineb",Zineb,Sedira,,,,,http://www.zinebsedira.com/,
888,Maria Serebriakova ,"Serebriakova, Maria",Maria,Serebriakova,,,Russian Federation,,,
750,Henrique Seruca,"Seruca, Henrique",Henrique,Seruca,,,Portugal,,,
867,Ferran Garcia Sevilla,"Sevilla, Ferran",Ferran,Sevilla,,,"Spain, Catalan",,,
421,Patrick Shanahan,"Shanahan, Patrick",Patrick,Shanahan,,,,,,
1434,Faith Shannon,"Shannon, Faith",Faith,Shannon,,,,,,
1253,Sax Shaw,"Shaw, Sax",Sax,Shaw,,,,,,
1091,Annie Sherburne,"Sherburne, Annie",Annie,Sherburne,,,,,,
1230,Cindy Sherman,"Sherman, Cindy",Cindy,Sherman,1954,,USA,,,
187,Guy Sherwin,"Sherwin, Guy",Guy,Sherwin,,,,,,
797,James Sherwood Westmacott,"Sherwood Westmacott, James",James,Sherwood Westmacott,1823-1900,UK,,,,
1505,Thomas Shew,"Shew, Thomas",Thomas,Shew,Fl. 1825,,,,,
487,Sakakibara Shigeko,"Shigeko, Sakakibara",Sakakibara,Shigeko,,,,,,
499,Duncan Shingleton,"Shingleton, Duncan",Duncan,Shingleton,,,,,http://www.internetofcars.org.uk/shingleton/,
938,Satoru Shoji,"Shoji, Satoru",Satoru,Shoji,,,Japan,,,
579,Yinka Shonibare,"Shonibare, Yinka",Yinka,Shonibare,,,,,,
238,Jamie Shovlin,"Shovlin, Jamie",Jamie,Shovlin,,,,,,
889,Alexei Shulgin,"Shulgin, Alexei",Alexei,Shulgin,,,Russian Federation,,,
492,Santiago Sierra,"Sierra, Santiago",Santiago,Sierra,,,,,,
1007,Katharina Sieverding,"Sieverding, Katharina",Katharina,Sieverding,,,Germany,,,
731,Gary Simmons,"Simmons, Gary",Gary,Simmons,,,,,,
295,Kelvin Simms,"Simms, Kelvin",Kelvin,Simms,,,,,,
80,Charles Simonds,"Simonds, Charles",Charles,Simonds,1945,,USA,,http://charles-simonds.com/,
1558,Eileen Simpson and Ben White,Simpson and White,,Simpson and White,,,,,,
1224,Eileen Simpson,"Simpson, Eileen",Eileen,Simpson,,,UK,,,
914,Lorna Simpson,"Simpson, Lorna",Lorna,Simpson,,,,,,
223,Internationale Situationniste,"Situationniste, Internationale",Internationale,Situationniste,,,,,,
1070,Lynn Skells,"Skells, Lynn",Lynn,Skells,1905-1950,USA,USA,,,
1254,Ingunn Skogholt,"Skogholt, Ingunn",Ingunn,Skogholt,,,,,,
593,Smith & Stewart,Smith & Stewart,,Smith & Stewart,,,,,,
59,Bridget Smith,"Smith, Bridget",Bridget,Smith,,,,,,
287,Justine Smith,"Smith, Justine",Justine,Smith,,,,,,
1487,Keir Smith,"Smith, Keir",Keir,Smith,,,,,,
1159,Martin Smith,"Smith, Martin",Martin,Smith,,,,,,
369,Melanie Smith,"Smith, Melanie",Melanie,Smith,,,,,,
1339,Ray Smith,"Smith, Ray",Ray,Smith,,,,,,
959,Sam Smith,"Smith, Sam",Sam,Smith,,,UK,,,
533,Terry Smith,"Smith, Terry",Terry,Smith,,,,,,
469,Robert Smithson,"Smithson, Robert",Robert,Smithson,,,,,,
1295,Miko_aj Smoczynski,"Smoczynski, Miko_aj",Miko_aj,Smoczynski,,,Poland,,,
377,Michael Snow,"Snow, Michael",Michael,Snow,,,,,,
280,Joshua Sofaer,"Sofaer, Joshua",Joshua,Sofaer,,,,,,
82,Charlie Sofo,"Sofo, Charlie",Charlie,Sofo,,,,,,
722,Frederick Sommer,"Sommer, Frederick",Frederick,Sommer,,,,,,
8,Alan Sonfist,"Sonfist, Alan",Alan,Sonfist,1946,USA,USA,,http://www.alansonfist.com/,
317,Li Songhua,"Songhua, Li",Li,Songhua,1969,China,China,,,
1245,Joanne Soroka,"Soroka, Joanne",Joanne,Soroka,,,,,,
613,Darren Southee,"Southee, Darren",Darren,Southee,,,,,,
641,Helen Spackman,"Spackman, Helen",Helen,Spackman,,,,,,
199,Heidi Specker,"Specker, Heidi",Heidi,Specker,,,,,,
215,Humphrey Spender,"Spender, Humphrey",Humphrey,Spender,,,,,,
960,Paul Spooner,"Spooner, Paul",Paul,Spooner,,,UK,,,
574,Wolfgang Staehle,"Staehle, Wolfgang",Wolfgang,Staehle,,,,,,
1226,Patrick Staff,"Staff, Patrick",Patrick,Staff,,,UK,,,
16,Alexis Stamatiadis,"Stamatiadis, Alexis",Alexis,Stamatiadis,,,,,,
1581,Stanza,Stanza,,Stanza,,,,,www.stanza.co.uk,"Stanza is an internationally recognised artist, who has been exhibiting worldwide since 1984. His artworks have won twenty international art prizes and art awards including: Vidalife 6.0 First Prize; SeNef Grand Prix; Videobrasil First Prize;
Stanzas art has also been rewarded with a prestigious Nesta Dreamtime Award, an Arts Humanities Creative Fellowship and a Clarks bursary award. "
273,John Stark,"Stark, John",John,Stark,,,,,,
507,Simon Starling,"Starling, Simon",Simon,Starling,1967,UK,UK,,,
170,Georgina Starr,"Starr, Georgina",Georgina,Starr,,,,,,
1299,Arturo Di Stefano,"Stefano, Arturo",Arturo,Stefano,,,UK,,,
250,Jemima Stehli,"Stehli, Jemima",Jemima,Stehli,,,,,,
1048,Eduard Steichen,"Steichen, Eduard",Eduard,Steichen,1879-1973,Luxembourg,USA,,,
200,Haim Steinbach,"Steinbach, Haim",Haim,Steinbach,,,,,,
691,Jacques Sternberg,"Sternberg, Jacques",Jacques,Sternberg,,,,,,
40,Barbara Steveni,"Steveni, Barbara",Barbara,Steveni,,,,,,
167,Gary Stevens and Julian Maynard,Stevens & Maynard,,Stevens & Maynard,,,,,,
1488,Milly Stevens,"Stevens, Milly",Milly,Stevens,,,,,,
1227,Imogen Stidworthy,"Stidworthy, Imogen",Imogen,Stidworthy,,,UK,,,
1319,Oswald Stimm,"Stimm, Oswald",Oswald,Stimm,1923,Austria,Austria,,,
1320,Thomas Stimm,"Stimm, Thomas",Thomas,Stimm,1948,Austria,Austria,,,
629,Andre Stitt,"Stitt, Andre",Andre,Stitt,,,,,,
1321,Christian Stock,"Stock, Christian",Christian,Stock,1961,Austria,Austria and Germany,,,
206,Henry Stockley,"Stockley, Henry",Henry,Stockley,,,,,,
1078,Seneca R. Stoddard,"Stoddard, Seneca",Seneca,Stoddard,1843-1917,USA,USA,,,
1539,Walter Stöhrer,"Stöhrer, Walter",Walter,Stöhrer,,,Germany,,,
362,Matt Stokes,"Stokes, Matt",Matt,Stokes,,,,,,
391,Nadezhda Stolpovskaya,"Stolpovskaya, Nadezhda",Nadezhda,Stolpovskaya,,,,,,
1121,Paul Stork,"Stork, Paul",Paul,Stork,,,,,,
859,Vaclav Stratil,"Stratil, Vaclav",Vaclav,Stratil,,,Czech Republic,,,
508,Simon Streather,"Streather, Simon",Simon,Streather,,,,,,
738,Michael Stubbs,"Stubbs, Michael",Michael,Stubbs,,,,,,
740,Daniel Sturgis,"Sturgis, Daniel",Daniel,Sturgis,,,,,,
818,Johannes Stuttgen,"Stuttgen, Johannes",Johannes,Stuttgen,,,,,,
89,Christine Sullivan,"Sullivan, Christine",Christine,Sullivan,,,,,,
137,Elaine Summers,"Summers, Elaine",Elaine,Summers,,,,,,
1101,Kevin Sungsby,"Sungsby, Kevin",Kevin,Sungsby,,,UK,,,
1248,Graham Sutherland,"Sutherland, Graham",Graham,Sutherland,,,,,,
1092,Ann Sutton,"Sutton, Ann",Ann,Sutton,,,,,,
1237,Philip Sutton,"Sutton, Philip",Philip,Sutton,,,,,,
717,Ian Symonds,"Symonds, Ian",Ian,Symonds,,,,,,
397,Nasrin Tabatabai,"Tabatabai, Nasrin",Nasrin,Tabatabai,,,,,,
1206,Tag Partnership,Tag Partnership,,Tag Partnership,,,,,,
341,Margaret Tait,"Tait, Margaret",Margaret,Tait,,,,,,
934,Yuko Takada,"Takada, Yuko",Yuko,Takada,,,Japan,,,
577,Xu Tan,"Tan, Xu",Xu,Tan,1957,China,China,,,
1102,Neil Taylor,"Taylor, Neil",Neil,Taylor,,,UK,,,
1332,Techniquest,Techniquest,,Techniquest,,,,,,
1540,ter Hell,ter Hell,,ter Hell,,,Germany,,,
780,Yoko Terauchi,"Terauchi, Yoko",Yoko,Terauchi,1954,Japan, ,,,
535,The Atlas Group,The Atlas Group,,The Atlas Group,1967,Lebanon,USA,,,Walid Raad
811,The Mass Observation Archive,"The Mass Observation Archive, ",,The Mass Observation Archive,,UK,,,,
537,The Otolith Group,"The Otolith Group, ",,The Otolith Group,2000,,London UK,,,"The Otolith Group was founded in 2000 by its core members, Anjalika Sagar and Kodwo Eshun who live and work in London."
686,Paul Thomas & Kevin Raxworthy,"Thomas & Raxworthy, ",,Thomas & Raxworthy,,,,,,
1171,Jon Thompson,"Thompson, Jon",Jon,Thompson,1936–2016,,,,,
983,Laura Thompson,"Thompson, Laura",Laura,Thompson,,,,,,
992,Laura Thompson,"Thompson, Laura",Laura,Thompson,,,,,,
354,Mark Thompson,"Thompson, Mark",Mark,Thompson,,,,,,
798,Sir William Hamo Thornycroft,"Thornycroft, Sir William Hamo",Sir William Hamo,Thornycroft,1850-1925,UK,UK,,,
567,Wilf Thust,"Thust, Wilf",Wilf,Thust,,,,,,
364,Matthew Tickle,"Tickle, Matthew",Matthew,Tickle,,,,,,
418,Padraig Timoney,"Timoney, Padraig",Padraig,Timoney,,,,,,
235,James Tissot (1836-1902),"Tissot, James",James,Tissot,,,,,,
385,Milica Tomic,"Tomic, Milica",Milica,Tomic,,,FR Yugoslavia ,,,
19,Amikam Toren,"Toren, Amikam",Amikam,Toren,,,,,,
882,Francesc Torres,"Torres, Francesc",Francesc,Torres,,,"Spain, Catalan",,,
345,Mario Garcia Torres,"Torres, Mario Garcia",Mario Garcia,Torres,,,,,,
1060,Henri Toulouse-Lautrec,"Toulouse-Lautrec, Henri",Henri,Toulouse-Lautrec,1864-1901,France,France,,,
1433,James Tower,"Tower, James",James,Tower,,,,,,
1232,Tessa Traeger,"Traeger, Tessa",Tessa,Traeger,,,UK,,,
939,Susan Trangmar,"Trangmar, Susan",Susan,Trangmar,,,UK,,,
869,Grup de Treball,"Treball, Grup",Grup,Treball,,,"Spain, Catalan",,,
121,David Tremlett,"Tremlett, David",David,Tremlett,,,,,,
15,Alexander Trocchi,"Trocchi, Alexander",Alexander,Trocchi,1925,UK,UK,,,
478,Rosemarie Trockel,"Trockel, Rosemarie",Rosemarie,Trockel,,,,,,
1322,Tamils Trombitas,"Trombitas, Tamils",Tamils,Trombitas,1952,Hungary,Hungary,,,
372,Mette Tronvoll,"Tronvoll, Mette",Mette,Tronvoll,,,,,,
675,Kawamura Tsutomu,"Tsutomu, Kawamura",Kawamura,Tsutomu,,,,,,
1544,Norman Tulip,"Tulip, Norman",Norman,Tulip,,,,,,
480,Roy Tunnicliffe,"Tunnicliffe, Roy",Roy,Tunnicliffe,,,,,,
1323,Richard Tuttle,"Tuttle, Richard",Richard,Tuttle,1941,USA,USA,,,
1567,Derek Tyman,"Tyman, Derek",Derek,Tyman,,,,,,
294,Keith Tyson,"Tyson, Keith",Keith,Tyson,,,,,,
690,Tristan Tzara,"Tzara, Tristan",Tristan,Tzara,,,,,,
1135,Amelia Uden,"Uden, Amelia",Amelia,Uden,,,,,,
765,Lee Ufan,"Ufan, Lee",Lee,Ufan,,,,,,
441,Projects UK,"UK, Projects",Projects,UK,,,,,,
597,Ulay,"Ulay, ",,Ulay,,,,,,
805,Leon Underwood,"Underwood, Leon",Leon,Underwood,1890-1975,UK,,,,
437,Photographer unknown,"unknown, Photographer",Photographer,unknown,,,,,,
336,Mandy Ure,"Ure, Mandy",Mandy,Ure,,,,,,
240,Jan van de Pavert,"van de Pavert, Jan",Jan,van de Pavert,,,,,,
1141,Floris Van Den Broecke,"Van Den Broecke, Floris",Floris,Van Den Broecke,,,,,,
1064,James van der Zee,"van der Zee, James",James,van der Zee,1886-1983,USA,USA,,,
566,Walter van Rijn,"van Rijn, Walter",Walter,van Rijn,1960,Netherlands,UK,,waltervanrijn.wordpress.com,
785,John (van) Nost the Elder,"(van) Nost the Elder, John",John,(van) Nost the Elder,1677?-1710,Belgium ,UK,,,
443,Raoul Vaneigem,"Vaneigem, Raoul",Raoul,Vaneigem,1934,Belgium,Belgium,,,
560,Various Artists,Various Artists,,Various Artists,,,,,,
745,Lucia Vasconcelos,"Vasconcelos, Lucia",Lucia,Vasconcelos ,,,Portugal,,,
640,Manuel Vason,"Vason, Manuel",Manuel,Vason,,,,,,
1566,Roman Vasseur,"Vasseur, Roman",Roman,Vasseur,,,,,,
